customer_id,recency_status,monetary_status,frequency_status
16641,At Risk,Very Low Value,One-Time
16642,Recent,Low Value,Few
16643,Churned,Low Value,One-Time
16644,At Risk,Low Value,Few
16647,At Risk,Very Low Value,Few
16648,Needs Attention,Very Low Value,One-Time
16650,Needs Attention,Low Value,One-Time
16652,Needs Attention,High Value,Frequent
16653,Recent,Average Value,Few
16654,At Risk,Low Value,Occasional
16655,Recent,Average Value,Frequent
16656,Recent,High Value,Frequent
16657,Recent,Low Value,Occasional
16658,Churned,Very Low Value,One-Time
16659,Churned,Very Low Value,One-Time
16660,Recent,Average Value,Occasional
16665,Churned,Very Low Value,One-Time
16666,Recent,Very Low Value,One-Time
16667,Needs Attention,Low Value,Few
16668,Recent,Low Value,Frequent
16669,Recent,Average Value,Few
16670,Recent,Average Value,Frequent
16671,Recent,Average Value,Few
16672,Recent,High Value,Frequent
16674,Needs Attention,Low Value,Few
16676,Needs Attention,Average Value,Occasional
16678,Recent,Average Value,Frequent
16679,Churned,Very Low Value,One-Time
16680,Needs Attention,Very Low Value,One-Time
16681,Needs Attention,Average Value,Frequent
16682,Recent,Average Value,Occasional
16684,Recent,High Value,Frequent
16685,Needs Attention,Low Value,Few
16686,Needs Attention,Average Value,Frequent
16688,Recent,Average Value,Occasional
16689,Needs Attention,Low Value,Few
16690,Needs Attention,Very Low Value,Few
16692,Churned,Average Value,Few
16693,Needs Attention,Low Value,Few
16696,At Risk,Low Value,Occasional
16697,Churned,Very Low Value,One-Time
16698,Churned,Average Value,Few
16700,Recent,High Value,Frequent
16701,Recent,High Value,Frequent
16705,Recent,High Value,Frequent
16706,Needs Attention,Low Value,Few
16708,Needs Attention,Low Value,One-Time
16709,Needs Attention,Average Value,Occasional
16710,Recent,Average Value,Frequent
16711,Recent,Average Value,Occasional
16712,Recent,Average Value,Frequent
16713,Recent,High Value,Frequent
16714,Churned,Average Value,Few
16715,Needs Attention,Low Value,One-Time
16716,Churned,Low Value,Few
16717,Recent,Average Value,Frequent
16718,Churned,Low Value,One-Time
16719,Recent,Average Value,Frequent
16720,Recent,Very Low Value,One-Time
16721,Churned,Very Low Value,One-Time
16722,Recent,Average Value,Frequent
16723,Needs Attention,Low Value,Few
16725,Churned,Low Value,Frequent
16726,Recent,Average Value,Occasional
16727,Churned,Very Low Value,One-Time
16728,Needs Attention,Average Value,Occasional
16729,Needs Attention,High Value,Frequent
16730,Needs Attention,Low Value,Few
16732,Needs Attention,Low Value,One-Time
16734,Needs Attention,Low Value,Few
16735,Needs Attention,Average Value,Occasional
16737,Needs Attention,Low Value,One-Time
16738,Churned,Very Low Value,One-Time
16739,At Risk,Low Value,One-Time
16743,Recent,Average Value,Frequent
16744,Recent,Average Value,Frequent
16745,Needs Attention,High Value,Frequent
16746,Recent,High Value,Frequent
16747,Needs Attention,Low Value,Few
16748,Recent,Average Value,Occasional
16750,Needs Attention,Low Value,Occasional
16751,Recent,Average Value,One-Time
16752,Churned,Very Low Value,One-Time
16753,Needs Attention,Very Low Value,One-Time
16754,Churned,Average Value,One-Time
16755,At Risk,Average Value,Few
16756,Churned,Very Low Value,One-Time
16757,Churned,Very Low Value,One-Time
16758,Needs Attention,Low Value,One-Time
16759,Recent,Low Value,Few
16761,At Risk,Low Value,One-Time
16762,Recent,Average Value,Few
16763,Churned,Low Value,One-Time
16764,Recent,Average Value,Frequent
16765,Churned,Very Low Value,One-Time
16766,Churned,Average Value,Few
16767,Recent,High Value,Frequent
16768,Needs Attention,Low Value,Few
16769,Churned,Low Value,One-Time
16770,Needs Attention,Low Value,Occasional
16771,Needs Attention,Average Value,Occasional
16773,Needs Attention,Very Low Value,One-Time
16774,Needs Attention,Low Value,Occasional
16775,Recent,Average Value,Frequent
16776,Needs Attention,Low Value,One-Time
16777,Needs Attention,Very Low Value,Few
16778,Needs Attention,Very Low Value,Few
16779,Recent,High Value,Frequent
16780,At Risk,Low Value,Few
16781,Churned,Low Value,One-Time
16782,Recent,Average Value,Frequent
16784,Recent,Very Low Value,One-Time
16788,At Risk,Low Value,Few
16789,Recent,Very Low Value,One-Time
16790,Recent,Average Value,Frequent
16791,Recent,Average Value,Frequent
16792,Churned,Very Low Value,Few
16793,Needs Attention,Very Low Value,One-Time
16794,Recent,Average Value,Frequent
16795,Churned,Low Value,One-Time
16796,Needs Attention,Low Value,One-Time
16800,Recent,Average Value,One-Time
16801,At Risk,Average Value,Occasional
16803,Needs Attention,Low Value,One-Time
16804,Recent,Low Value,Few
16805,At Risk,Low Value,Few
16806,At Risk,Low Value,Occasional
16807,At Risk,Average Value,Few
16808,At Risk,Very Low Value,Few
16809,Recent,Low Value,Occasional
16810,Churned,Low Value,One-Time
16811,Recent,Low Value,Few
16812,Churned,Low Value,One-Time
16813,Recent,Average Value,Frequent
16814,Recent,High Value,Frequent
16816,At Risk,Low Value,Occasional
16817,Recent,Average Value,Frequent
16818,Recent,Average Value,Frequent
16820,At Risk,Low Value,One-Time
16823,Churned,Low Value,One-Time
16824,Recent,Low Value,Few
16825,Needs Attention,Low Value,Few
16826,Needs Attention,Low Value,One-Time
16828,At Risk,Very Low Value,One-Time
16829,At Risk,Very Low Value,One-Time
16830,Needs Attention,Low Value,One-Time
16832,Churned,Very Low Value,Few
16833,Recent,Average Value,Occasional
16834,Churned,Low Value,One-Time
16835,At Risk,Very Low Value,Few
16836,Needs Attention,Very Low Value,Few
16837,Recent,Average Value,Frequent
16838,Churned,Low Value,Few
16839,Recent,High Value,Frequent
16841,Needs Attention,Average Value,Frequent
16842,At Risk,Average Value,Few
16843,Needs Attention,High Value,Frequent
16846,Needs Attention,Very Low Value,One-Time
16847,Needs Attention,Very Low Value,One-Time
16848,Needs Attention,Very Low Value,One-Time
16849,Churned,Very Low Value,One-Time
16850,Churned,Low Value,One-Time
16851,Recent,Low Value,Few
16852,Recent,Very Low Value,Few
16855,Recent,Low Value,Few
16856,Recent,Very Low Value,One-Time
16858,Churned,Low Value,One-Time
16859,At Risk,Low Value,Few
16861,Needs Attention,Very Low Value,Few
16863,Recent,Low Value,Few
16866,At Risk,Very Low Value,Few
16869,Recent,Low Value,Occasional
16871,Recent,Average Value,Frequent
16872,Needs Attention,Low Value,Few
16873,Recent,High Value,Frequent
16875,Needs Attention,Average Value,Occasional
16877,Recent,Low Value,Frequent
16878,Needs Attention,Very Low Value,One-Time
16880,Recent,Average Value,Frequent
16881,Needs Attention,Low Value,One-Time
16882,Needs Attention,Low Value,Few
16883,Churned,Very Low Value,Few
16884,Needs Attention,Low Value,Few
16885,Recent,Low Value,Few
16887,Needs Attention,Very Low Value,One-Time
16889,Churned,Average Value,Few
16891,Recent,Low Value,Occasional
16892,Recent,Low Value,Occasional
16893,Churned,Very Low Value,One-Time
16895,Needs Attention,Very Low Value,One-Time
16897,Churned,Very Low Value,Few
16898,Recent,Low Value,Few
16899,Recent,Average Value,Frequent
16900,Recent,Low Value,Few
16902,At Risk,Average Value,One-Time
16903,Recent,Low Value,One-Time
16904,Recent,Average Value,Frequent
16905,Recent,Average Value,Frequent
16906,Needs Attention,Low Value,Occasional
16907,Recent,Low Value,Occasional
16909,Needs Attention,Low Value,One-Time
16910,Recent,Average Value,Frequent
16912,Recent,Average Value,Frequent
16913,Churned,Very Low Value,One-Time
16914,Needs Attention,Very Low Value,One-Time
16915,Recent,Low Value,Frequent
16916,Recent,Low Value,Few
16917,Churned,Low Value,One-Time
16918,Needs Attention,Average Value,Frequent
16919,At Risk,Average Value,Frequent
16921,Needs Attention,Very Low Value,One-Time
16923,Recent,High Value,Frequent
16924,Recent,Low Value,Few
16926,Churned,Very Low Value,One-Time
16927,At Risk,Low Value,Few
16928,Needs Attention,Average Value,Frequent
16929,Recent,Average Value,Frequent
16930,Recent,Low Value,Few
16931,Recent,Average Value,Frequent
16932,Needs Attention,Very Low Value,One-Time
16933,Recent,Low Value,Few
16934,Needs Attention,Low Value,Few
16936,Recent,Very Low Value,One-Time
16938,Recent,Average Value,Occasional
16940,Needs Attention,Average Value,Few
16942,Recent,Average Value,Frequent
16943,Churned,Low Value,Few
16945,Recent,Average Value,Frequent
16947,Churned,Low Value,One-Time
16948,At Risk,Low Value,Few
16949,Recent,Average Value,Frequent
16950,Needs Attention,Average Value,Few
16951,At Risk,Average Value,Few
16952,At Risk,Very Low Value,Few
16953,Recent,Very Low Value,One-Time
16954,Recent,Average Value,Frequent
16955,Churned,Low Value,Occasional
16956,Recent,Low Value,One-Time
16957,Churned,Low Value,Few
16959,Needs Attention,Very Low Value,One-Time
16960,Needs Attention,Low Value,Few
16961,At Risk,Very Low Value,One-Time
16963,Churned,Very Low Value,One-Time
16965,Churned,Very Low Value,One-Time
16966,Recent,Average Value,Frequent
16967,Churned,Low Value,One-Time
16968,Recent,Low Value,Few
16969,Needs Attention,Low Value,Few
16971,Needs Attention,Low Value,One-Time
16976,Churned,Very Low Value,One-Time
16978,Needs Attention,Low Value,One-Time
16979,Recent,Average Value,Frequent
16980,Churned,Average Value,Few
16982,Needs Attention,Low Value,One-Time
16983,Recent,Average Value,Frequent
16984,Needs Attention,Average Value,Few
16985,Recent,High Value,Frequent
16986,Recent,Average Value,Few
16987,Recent,Average Value,Frequent
16988,Recent,Very Low Value,One-Time
16989,Recent,Average Value,Frequent
16990,Churned,Very Low Value,One-Time
16992,Recent,Average Value,Occasional
16996,Recent,Average Value,Frequent
16997,Churned,Low Value,Few
16998,At Risk,Very Low Value,Occasional
16999,Recent,Low Value,Few
17001,Recent,Average Value,Frequent
17002,Needs Attention,Average Value,Few
17004,Needs Attention,Average Value,Few
17006,Recent,Low Value,Occasional
17007,Needs Attention,Low Value,Frequent
17010,Recent,Very Low Value,One-Time
17011,Recent,Very Low Value,One-Time
17014,Recent,Low Value,Few
17015,Recent,Average Value,Few
17017,Recent,High Value,Frequent
17018,Needs Attention,Low Value,Few
17019,Recent,Average Value,Occasional
17022,Recent,Very Low Value,One-Time
17024,Needs Attention,Very Low Value,Few
17025,Needs Attention,Low Value,Few
17026,Churned,Very Low Value,Few
17027,Needs Attention,Low Value,Frequent
17029,At Risk,Low Value,Few
17030,Needs Attention,Very Low Value,One-Time
17031,Recent,Low Value,Few
17033,Needs Attention,Average Value,Few
17034,Recent,Low Value,Few
17035,Churned,Low Value,Few
17037,Needs Attention,Average Value,One-Time
17038,Recent,Very Low Value,One-Time
17040,At Risk,Low Value,One-Time
17041,Recent,Average Value,Few
17042,Recent,Average Value,Occasional
17043,Needs Attention,Average Value,Occasional
17044,Recent,Low Value,One-Time
17045,At Risk,Low Value,Few
17046,At Risk,Low Value,One-Time
17047,Needs Attention,Average Value,Few
17048,At Risk,Low Value,Few
17049,Recent,High Value,Frequent
17050,At Risk,Average Value,Frequent
17051,Churned,Very Low Value,One-Time
17052,Recent,Low Value,One-Time
17053,At Risk,Low Value,One-Time
17054,Recent,Average Value,Occasional
17058,Needs Attention,Average Value,Few
17059,Recent,Average Value,Occasional
17060,Churned,Very Low Value,One-Time
17061,Needs Attention,High Value,Frequent
17062,Churned,Low Value,Occasional
17063,Recent,Average Value,Frequent
17064,Needs Attention,Low Value,Few
17068,Recent,Average Value,Frequent
17069,Recent,Average Value,Frequent
17070,At Risk,Low Value,One-Time
17071,Recent,Average Value,Frequent
17073,Recent,Average Value,Occasional
17075,Recent,Low Value,Occasional
17076,Needs Attention,Low Value,Few
17078,Needs Attention,Low Value,Few
17079,Needs Attention,Very Low Value,One-Time
17080,Recent,Very Low Value,Few
17081,Recent,Very Low Value,Few
17082,Needs Attention,Average Value,Few
17083,At Risk,Average Value,Few
17084,Needs Attention,Average Value,Few
17085,At Risk,Average Value,Occasional
17086,Recent,Average Value,Frequent
17088,Recent,Average Value,Occasional
17090,Recent,Average Value,Frequent
17091,Recent,Average Value,Frequent
17092,Needs Attention,Average Value,Occasional
17094,Churned,Low Value,One-Time
17095,Recent,Average Value,Few
17096,Recent,Average Value,Occasional
17097,Recent,Low Value,Frequent
17100,Recent,Low Value,Few
17101,Recent,Average Value,Occasional
17102,Churned,Very Low Value,One-Time
17105,At Risk,Low Value,Few
17107,Needs Attention,High Value,Frequent
17109,Recent,Low Value,Frequent
17110,At Risk,Very Low Value,One-Time
17111,Needs Attention,Very Low Value,One-Time
17114,Recent,Low Value,Frequent
17115,Recent,Low Value,Few
17117,Churned,Very Low Value,One-Time
17118,Churned,Very Low Value,One-Time
17119,Recent,Low Value,Few
17120,Churned,Low Value,One-Time
17122,At Risk,Very Low Value,One-Time
17123,At Risk,Low Value,One-Time
17124,Churned,Very Low Value,One-Time
17125,Needs Attention,Very Low Value,One-Time
17126,At Risk,Average Value,Occasional
17128,Churned,Very Low Value,One-Time
17131,Recent,Average Value,Occasional
17133,Recent,Average Value,Frequent
17134,At Risk,Low Value,Few
17135,Recent,Average Value,Frequent
17138,Churned,Low Value,One-Time
17139,Recent,High Value,Frequent
17140,Churned,Low Value,One-Time
17142,Churned,Low Value,One-Time
17144,Recent,Low Value,Few
17146,At Risk,Low Value,Few
17147,Recent,Average Value,Occasional
17148,Needs Attention,Very Low Value,One-Time
17152,Churned,Average Value,Few
17153,Recent,Very Low Value,One-Time
17154,Needs Attention,Low Value,One-Time
17155,Recent,Very Low Value,Few
17157,Recent,Low Value,Few
17158,Needs Attention,Average Value,Few
17159,Recent,Average Value,Few
17160,Recent,Average Value,Frequent
17162,Recent,Average Value,Frequent
17163,Recent,Very Low Value,Few
17164,Needs Attention,Average Value,Frequent
17165,Churned,Very Low Value,One-Time
17166,Needs Attention,Very Low Value,Few
17169,Needs Attention,Low Value,Few
17171,Churned,Very Low Value,One-Time
17172,Needs Attention,Low Value,One-Time
17173,Recent,Average Value,Frequent
17174,Churned,Very Low Value,One-Time
17175,Needs Attention,Average Value,Occasional
17176,Churned,Low Value,One-Time
17179,At Risk,Low Value,Few
17180,Needs Attention,Low Value,Occasional
17181,Needs Attention,Very Low Value,Few
17183,Recent,Average Value,Frequent
17186,Needs Attention,Very Low Value,Few
17187,Churned,Very Low Value,One-Time
17188,Recent,Average Value,Frequent
17189,At Risk,Low Value,Few
17190,Needs Attention,Low Value,Few
17191,Recent,Average Value,Frequent
17193,Needs Attention,Average Value,Frequent
17194,Churned,Very Low Value,One-Time
17197,Recent,Average Value,One-Time
17198,Recent,Low Value,Few
17201,Needs Attention,Low Value,One-Time
17203,Needs Attention,Average Value,Frequent
17204,At Risk,Average Value,Occasional
17205,Needs Attention,Low Value,One-Time
17206,Needs Attention,Very Low Value,One-Time
17211,Recent,Average Value,Frequent
17212,Churned,Very Low Value,One-Time
17213,Needs Attention,Average Value,Frequent
17214,Needs Attention,Average Value,Frequent
17217,Churned,Very Low Value,One-Time
17218,Recent,Average Value,Frequent
17219,Needs Attention,Very Low Value,One-Time
17220,Recent,Average Value,Frequent
17221,Recent,Low Value,Few
17222,Needs Attention,Low Value,One-Time
17223,Churned,Low Value,Few
17226,Churned,Low Value,One-Time
17227,Recent,Low Value,Frequent
17228,Recent,Average Value,Frequent
17229,At Risk,Low Value,Few
17230,Churned,Average Value,Frequent
17231,Recent,Average Value,Frequent
17232,Recent,Low Value,Few
17233,Needs Attention,Very Low Value,One-Time
17234,Churned,Very Low Value,One-Time
17235,Recent,Low Value,Few
17236,Recent,Low Value,Frequent
17237,Recent,Low Value,Few
17238,Recent,Average Value,Frequent
17239,Churned,Low Value,One-Time
17242,At Risk,Average Value,Few
17243,Recent,High Value,Frequent
17244,Needs Attention,Low Value,One-Time
17245,Churned,Very Low Value,One-Time
17247,Recent,Very Low Value,One-Time
17248,At Risk,Low Value,One-Time
17250,Recent,Low Value,Few
17251,Churned,Very Low Value,One-Time
17252,At Risk,Low Value,Few
17253,Recent,Very Low Value,One-Time
17254,Recent,Very Low Value,Few
17255,Needs Attention,Very Low Value,Few
17256,At Risk,Very Low Value,Few
17259,At Risk,Low Value,Few
17262,Needs Attention,Average Value,Occasional
17263,Churned,Very Low Value,One-Time
17265,At Risk,Low Value,Few
17266,Recent,Low Value,Few
17267,At Risk,Low Value,Few
17268,At Risk,Low Value,Occasional
17272,Needs Attention,Average Value,Occasional
17274,Needs Attention,Very Low Value,One-Time
17277,Churned,Average Value,Few
17278,Churned,Very Low Value,One-Time
17279,Needs Attention,Very Low Value,One-Time
17282,At Risk,Average Value,Few
17284,Needs Attention,Average Value,Frequent
17286,Recent,Very Low Value,One-Time
17287,Recent,Average Value,Frequent
17288,Recent,Average Value,Frequent
17289,Needs Attention,Low Value,Few
17290,Recent,Low Value,Few
17291,Churned,Low Value,One-Time
17293,Recent,Average Value,Frequent
17295,Recent,Low Value,Few
17297,Recent,Very Low Value,One-Time
17298,At Risk,Low Value,Few
17299,Recent,Low Value,Occasional
17301,Recent,Very Low Value,One-Time
17302,Recent,Average Value,Occasional
17303,Churned,Very Low Value,One-Time
17306,Recent,High Value,Frequent
17309,At Risk,Very Low Value,One-Time
17311,Needs Attention,Average Value,Few
17312,At Risk,Low Value,Few
17313,Recent,Average Value,One-Time
17314,Recent,Average Value,Frequent
17315,Recent,High Value,Frequent
17317,Needs Attention,Average Value,Few
17320,At Risk,Average Value,Few
17321,Recent,Low Value,Few
17323,Recent,Low Value,Frequent
17324,Recent,Low Value,Occasional
17325,Churned,Very Low Value,One-Time
17329,Recent,Low Value,Few
17330,Recent,Low Value,Few
17331,At Risk,Very Low Value,One-Time
17333,Needs Attention,Low Value,One-Time
17334,Churned,Low Value,Few
17337,At Risk,Average Value,Occasional
17338,Recent,High Value,Frequent
17339,At Risk,Very Low Value,Few
17340,Recent,High Value,Frequent
17341,At Risk,Low Value,Few
17343,Churned,Very Low Value,One-Time
17344,Needs Attention,Very Low Value,One-Time
17345,Recent,Low Value,Occasional
17346,Recent,Average Value,Frequent
17347,Needs Attention,Very Low Value,One-Time
17348,Recent,Average Value,Occasional
17349,At Risk,Very Low Value,One-Time
17350,Recent,Average Value,Occasional
17351,Needs Attention,Low Value,Few
17353,At Risk,Average Value,Few
17354,Needs Attention,Average Value,One-Time
17356,Churned,Very Low Value,One-Time
17357,Recent,Low Value,Few
17358,Churned,Low Value,Few
17359,Recent,Very Low Value,One-Time
17360,Recent,Low Value,Few
17361,Needs Attention,Low Value,Few
17362,Churned,Low Value,Few
17364,Recent,Average Value,Frequent
17365,Recent,Average Value,Frequent
17367,Churned,Very Low Value,One-Time
17368,Recent,Average Value,Frequent
17370,Needs Attention,Low Value,Occasional
17371,Recent,Low Value,Few
17372,Needs Attention,Average Value,Frequent
17373,Needs Attention,Low Value,Occasional
17374,Churned,Low Value,Few
17375,Churned,Low Value,Few
17376,Needs Attention,Very Low Value,Few
17377,Recent,Average Value,Frequent
17379,Recent,Low Value,One-Time
17381,Recent,High Value,Frequent
17382,Needs Attention,Very Low Value,One-Time
17383,Recent,Very Low Value,One-Time
17384,Recent,Low Value,Few
17385,Recent,Very Low Value,One-Time
17386,Recent,Average Value,Frequent
17387,Recent,Low Value,Few
17388,Needs Attention,Average Value,Occasional
17389,Recent,High Value,Frequent
17391,At Risk,Low Value,Few
17392,Churned,Low Value,Few
17394,Churned,Very Low Value,One-Time
17396,Needs Attention,High Value,Frequent
17397,Recent,Low Value,Few
17398,At Risk,Low Value,Few
17400,At Risk,Average Value,Occasional
17402,Recent,Average Value,Frequent
17403,Needs Attention,Very Low Value,One-Time
17404,Recent,High Value,Frequent
17405,Recent,Average Value,Few
17406,Churned,Average Value,Few
17408,At Risk,Very Low Value,One-Time
17409,Churned,Low Value,Few
17410,Recent,Average Value,Occasional
17411,Recent,Low Value,Few
17412,Recent,Average Value,Frequent
17414,Needs Attention,Low Value,Few
17415,Needs Attention,Low Value,One-Time
17416,Recent,High Value,Frequent
17418,Needs Attention,Low Value,Few
17419,Recent,Average Value,Frequent
17420,Needs Attention,Low Value,Few
17422,Recent,Average Value,Frequent
17423,Needs Attention,Low Value,Few
17425,Recent,Low Value,Few
17426,Recent,High Value,Frequent
17427,Needs Attention,Very Low Value,One-Time
17428,Recent,High Value,Frequent
17429,At Risk,Low Value,Few
17430,Needs Attention,Very Low Value,Few
17431,Churned,Low Value,One-Time
17432,Recent,Low Value,Few
17433,Needs Attention,Low Value,One-Time
17434,Recent,Average Value,Frequent
17436,Recent,Very Low Value,Few
17438,Churned,Low Value,One-Time
17440,At Risk,Very Low Value,Few
17442,Needs Attention,Average Value,Frequent
17443,Churned,Low Value,One-Time
17444,At Risk,Average Value,Few
17446,At Risk,Very Low Value,Few
17447,Needs Attention,Low Value,Few
17449,Recent,Average Value,Frequent
17450,Recent,High Value,Frequent
17451,Recent,Average Value,Frequent
17453,Recent,Low Value,Few
17454,Churned,Low Value,Occasional
17455,Churned,Very Low Value,One-Time
17456,Churned,Very Low Value,One-Time
17457,At Risk,Average Value,Occasional
17458,Recent,Low Value,One-Time
17459,Needs Attention,Low Value,Few
17460,At Risk,Low Value,Frequent
17461,Recent,Low Value,Few
17462,Needs Attention,Low Value,Few
17463,Recent,Average Value,Occasional
17464,At Risk,Very Low Value,One-Time
17466,Recent,Low Value,Few
17468,Recent,Very Low Value,Few
17469,Recent,Average Value,Occasional
17470,Needs Attention,Average Value,Occasional
17472,Churned,Low Value,Few
17475,Needs Attention,Very Low Value,One-Time
17480,Needs Attention,Low Value,One-Time
17481,Recent,Average Value,Occasional
17483,Needs Attention,Low Value,Few
17486,Churned,Low Value,One-Time
17489,Needs Attention,Low Value,Few
17490,Recent,Average Value,Frequent
17491,Recent,Average Value,Frequent
17492,Churned,Low Value,One-Time
17495,Recent,Low Value,Few
17496,Churned,Very Low Value,One-Time
17498,Needs Attention,Very Low Value,One-Time
17499,Churned,Low Value,One-Time
17500,Recent,Average Value,Few
17501,Churned,Very Low Value,Few
17502,Recent,Low Value,Occasional
17503,Recent,Low Value,Few
17504,Churned,Average Value,Frequent
17505,At Risk,Average Value,Few
17506,Needs Attention,Low Value,One-Time
17507,Churned,Low Value,Few
17508,Churned,Low Value,One-Time
17509,Needs Attention,High Value,Frequent
17510,Recent,Low Value,One-Time
17511,Recent,High Value,Frequent
17512,Recent,Average Value,Frequent
17513,Needs Attention,Low Value,One-Time
17514,At Risk,Very Low Value,One-Time
17515,Recent,Low Value,Occasional
17516,Recent,Low Value,Occasional
17517,Churned,Very Low Value,One-Time
17519,Recent,Average Value,Frequent
17520,Needs Attention,Low Value,One-Time
17521,Recent,Low Value,Few
17522,Recent,Average Value,Occasional
17523,Recent,Low Value,Occasional
17524,Churned,Very Low Value,One-Time
17525,Churned,Low Value,One-Time
17526,Recent,Average Value,Occasional
17527,Needs Attention,Low Value,Occasional
17528,Recent,Average Value,Frequent
17530,Recent,Average Value,Frequent
17531,Churned,Very Low Value,One-Time
17534,Needs Attention,Very Low Value,One-Time
17535,Churned,Very Low Value,One-Time
17536,At Risk,Very Low Value,One-Time
17537,Recent,Low Value,Few
17538,Recent,Very Low Value,One-Time
17540,Recent,Low Value,Few
17542,Churned,Very Low Value,One-Time
17545,Needs Attention,Low Value,Few
17548,Churned,Very Low Value,One-Time
17549,Recent,Very Low Value,Few
17550,Churned,Very Low Value,Few
17551,Churned,Low Value,One-Time
17552,Needs Attention,Low Value,Occasional
17553,At Risk,Average Value,One-Time
17554,Recent,Average Value,Occasional
17555,Recent,Low Value,Few
17556,Churned,Very Low Value,One-Time
17557,Recent,Low Value,Few
17560,At Risk,Low Value,Occasional
17561,Recent,Very Low Value,One-Time
17562,Recent,Average Value,Frequent
17564,Recent,Low Value,Few
17566,Recent,Low Value,Few
17567,Recent,Average Value,Frequent
17569,Churned,Low Value,One-Time
17571,Needs Attention,Average Value,Occasional
17572,Needs Attention,Very Low Value,Occasional
17573,Recent,Low Value,Few
17574,Churned,Very Low Value,One-Time
17576,Recent,Average Value,Frequent
17578,Churned,Very Low Value,One-Time
17579,Recent,Low Value,Few
17580,Churned,Very Low Value,Few
17581,Recent,High Value,Frequent
17582,Churned,Very Low Value,One-Time
17584,Recent,Average Value,Few
17585,At Risk,Average Value,Occasional
17588,At Risk,Average Value,Few
17589,Needs Attention,Average Value,Occasional
17590,Recent,Average Value,Few
17591,Needs Attention,Average Value,Frequent
17593,Recent,Average Value,Occasional
17594,Needs Attention,Low Value,Few
17595,Recent,Low Value,Few
17596,Recent,Average Value,Frequent
17597,Churned,Average Value,One-Time
17600,Recent,Very Low Value,One-Time
17601,Churned,Very Low Value,One-Time
17602,Recent,High Value,Frequent
17603,Needs Attention,Low Value,One-Time
17604,Churned,Low Value,Few
17608,Needs Attention,Very Low Value,Few
17609,Needs Attention,Average Value,Occasional
17611,Recent,Average Value,Frequent
17612,Needs Attention,Average Value,Frequent
17613,Recent,Average Value,Frequent
17614,Needs Attention,Low Value,One-Time
17615,At Risk,Low Value,Few
17616,At Risk,Low Value,Few
17618,Recent,Low Value,Few
17619,Churned,Very Low Value,One-Time
17620,Needs Attention,Very Low Value,One-Time
17621,Recent,Average Value,Few
17623,Needs Attention,Low Value,One-Time
17624,Recent,Low Value,Few
17625,Recent,Average Value,Occasional
17628,Needs Attention,Very Low Value,One-Time
17629,Recent,Average Value,Frequent
17630,At Risk,Low Value,Few
17631,Recent,Low Value,Few
17633,Recent,Average Value,Occasional
17634,Needs Attention,Average Value,Frequent
17636,Recent,Very Low Value,One-Time
17637,Recent,Low Value,Few
17639,Churned,Very Low Value,One-Time
17640,Needs Attention,Low Value,One-Time
17642,At Risk,Low Value,Few
17643,Churned,Very Low Value,One-Time
17644,Recent,Average Value,Frequent
17646,Churned,Average Value,Few
17647,Needs Attention,Very Low Value,One-Time
17648,Needs Attention,Average Value,Occasional
17649,At Risk,Low Value,One-Time
17650,Recent,Very Low Value,One-Time
17651,Recent,Average Value,Frequent
17652,Recent,Average Value,Frequent
17653,Needs Attention,Average Value,Occasional
17654,Churned,Very Low Value,One-Time
17655,Recent,Average Value,Frequent
17656,Needs Attention,Average Value,Occasional
17658,Recent,Low Value,Few
17659,Recent,Average Value,Frequent
17660,At Risk,Very Low Value,One-Time
17663,Recent,Average Value,Frequent
17664,Recent,Low Value,Few
17666,Recent,Low Value,Few
17667,Needs Attention,Average Value,Occasional
17668,Recent,Low Value,Few
17669,Needs Attention,Average Value,Frequent
17670,Churned,Very Low Value,One-Time
17671,Recent,Average Value,Occasional
17672,Needs Attention,Average Value,Few
17673,Recent,Average Value,Frequent
17674,Needs Attention,Low Value,Few
17675,Recent,High Value,Frequent
17676,Recent,Average Value,Frequent
17677,Recent,High Value,Frequent
17678,Churned,Very Low Value,One-Time
17679,Needs Attention,Average Value,Few
17680,Recent,Very Low Value,One-Time
17682,Recent,Average Value,Frequent
17684,Needs Attention,Very Low Value,One-Time
17685,Recent,Average Value,Frequent
17686,Recent,High Value,Frequent
17690,Recent,Average Value,Frequent
17691,Churned,Very Low Value,Few
17692,At Risk,Low Value,Occasional
17693,At Risk,Very Low Value,One-Time
17694,At Risk,Very Low Value,One-Time
17695,At Risk,Low Value,Few
17696,Needs Attention,Average Value,Frequent
17697,Churned,Low Value,One-Time
17698,Churned,Very Low Value,One-Time
17700,Recent,Average Value,Occasional
17701,Churned,Low Value,One-Time
17702,Recent,Average Value,Occasional
17703,Needs Attention,Low Value,Few
17704,At Risk,Low Value,Few
17705,Recent,Average Value,Frequent
17706,Recent,High Value,Frequent
17707,Churned,Very Low Value,Few
17708,Churned,Very Low Value,Few
17709,At Risk,Very Low Value,One-Time
17711,Recent,Low Value,Few
17712,Needs Attention,Low Value,One-Time
17714,Churned,Very Low Value,One-Time
17715,Churned,Low Value,One-Time
17716,Recent,High Value,Frequent
17718,Churned,Very Low Value,One-Time
17719,Needs Attention,High Value,Frequent
17720,Recent,Average Value,Occasional
17722,At Risk,Average Value,Occasional
17723,At Risk,Average Value,Frequent
17724,Needs Attention,Average Value,Few
17725,Recent,Average Value,Frequent
17727,Recent,Average Value,One-Time
